nicl2pym,,nicl2pym_2,,RuMnCl4Pyz4,,RuMnCl4Pyz4_2,,nicl2BTD_gixawe,,nicl2BTD_gixawe_2,,Fe_pym_c12,,Fe_pym_c12_2,,FeCl2BTD,,FeCl2BTD_2,,FeCl2BTD_hohaja,,FeCl2BTD_hohaja_2,,NiCl2BTD_zusundi,,NiCl2BTD_zusundi_2,,FeCl2BTD_D4,,FeCl2BTD_D4_2,,
Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),Wavelength (nm),F(R),
518,0.01298910845,518,0.01584853046,518,5.79020071,518,5.859306812,518,0.3831522167,518,0.3652647734,518,0.5004612207,518,0.4989051223,518,1.579562664,518,1.123131394,518,3.026290417,518,3.680393457,518,0.9834623337,518,1.526810169,518,1.853536725,518,1.64681685,
517,0.01348459255,517,0.01650956087,517,5.797911167,517,5.881556988,517,0.3882578611,517,0.369428128,517,0.5165154934,517,0.5153896809,517,1.582273602,517,1.123475552,517,3.03239727,517,3.684782505,517,0.9836322069,517,1.528743386,517,1.852836251,517,1.649141312,
516,0.01417370606,516,0.01723140851,516,5.795153618,516,5.89830637,516,0.3931128979,516,0.3746656179,516,0.5351296663,516,0.5325984359,516,1.584035516,516,1.124655843,516,3.036335945,516,3.690607071,516,0.9852148294,516,1.530963182,516,1.855609536,516,1.651012778,
515,0.01463521458,515,0.01779655367,515,5.820579529,515,5.903098583,515,0.3985115588,515,0.3794471622,515,0.5530776978,515,0.5510561466,515,1.58573103,515,1.125347018,515,3.035974741,515,3.694333553,515,0.9855566025,515,1.531219721,515,1.860157013,515,1.650328517,
514,0.01533799339,514,0.01860226877,514,5.833371639,514,5.913088322,514,0.4044398367,514,0.385191977,514,0.5708771348,514,0.5701278448,514,1.588379145,514,1.127449751,514,3.044206142,514,3.703225851,514,0.9862679243,514,1.535641551,514,1.861849427,514,1.654725075,
513,0.01595041156,513,0.01939769462,513,5.853536606,513,5.929345608,513,0.4103735983,513,0.3903025091,513,0.590783596,513,0.5897669792,513,1.589133859,513,1.128523827,513,3.046186924,513,3.708005667,513,0.9881205559,513,1.537241697,513,1.863292813,513,1.65436554,
512,0.01639423333,512,0.0201101955,512,5.860684872,512,5.942150593,512,0.4157271087,512,0.3958945274,512,0.6099895239,512,0.609434545,512,1.592852354,512,1.128832698,512,3.047947645,512,3.713019609,512,0.9886319041,512,1.541644812,512,1.865155816,512,1.655550718,
511,0.01707333699,511,0.02078827657,511,5.876524448,511,5.961675167,511,0.4218207002,511,0.4015560448,511,0.6308589578,511,0.6302902102,511,1.594571829,511,1.129750967,511,3.054816484,511,3.719114065,511,0.991220057,511,1.543029308,511,1.866279244,511,1.65814352,
510,0.01774553023,510,0.02169308625,510,5.898981094,510,5.969121933,510,0.4289357364,510,0.4077938795,510,0.6523608565,510,0.6515842676,510,1.594687819,510,1.129133224,510,3.060347557,510,3.723371983,510,0.9915326238,510,1.544271231,510,1.867644191,510,1.658985019,
509,0.01832222007,509,0.02231806703,509,5.914231777,509,5.994894505,509,0.435739994,509,0.4146371782,509,0.6765363216,509,0.6765810847,509,1.59735465,509,1.130713224,509,3.063463926,509,3.732316256,509,0.9920367599,509,1.54809618,509,1.869701505,509,1.662328005,
508,0.01886535063,508,0.02302402258,508,5.92588377,508,6.008833408,508,0.4426648319,508,0.4210093915,508,0.6983007789,508,0.6992423534,508,1.597889781,508,1.131500602,508,3.064566135,508,3.732261658,508,0.9947347641,508,1.550735831,508,1.87121284,508,1.664020061,
507,0.01957908832,507,0.0236645937,507,5.930479527,507,6.028517246,507,0.4498407245,507,0.427393049,507,0.7228350043,507,0.7234660387,507,1.600026846,507,1.130855918,507,3.070517302,507,3.737844229,507,0.993770957,507,1.553055763,507,1.871539235,507,1.661893368,
506,0.02024814673,506,0.02450657263,506,5.945113182,506,6.03663969,506,0.458273977,506,0.4360253513,506,0.7476779819,506,0.7483977079,506,1.60079813,506,1.132738352,506,3.075953484,506,3.741936684,506,0.9969339371,506,1.557295322,506,1.877211928,506,1.667221189,
505,0.02075558715,505,0.0252008196,505,5.965251446,505,6.045274734,505,0.466590941,505,0.4433347285,505,0.7732087374,505,0.7744663954,505,1.600966454,505,1.133512735,505,3.075234652,505,3.755176544,505,0.9984401464,505,1.556932926,505,1.87565434,505,1.667414427,
504,0.02140762284,504,0.02616485208,504,5.984880447,504,6.066240311,504,0.4757446945,504,0.4520763457,504,0.8012810946,504,0.8019020557,504,1.603563547,504,1.132968187,504,3.085465908,504,3.755273581,504,1.000984669,504,1.562113404,504,1.878525734,504,1.667898297,
503,0.02202053368,503,0.02678175829,503,5.989858627,503,6.078546047,503,0.484633863,503,0.4612213969,503,0.8295280933,503,0.8307807446,503,1.602960229,503,1.134132147,503,3.086143255,503,3.762074471,503,1.001873732,503,1.56404388,503,1.88036263,503,1.669272423,
502,0.02265665121,502,0.02739334106,502,6.000508785,502,6.078595161,502,0.4943921268,502,0.4702024162,502,0.8588147759,502,0.8610144258,502,1.604281545,502,1.132841945,502,3.083845854,502,3.762265444,502,1.002153158,502,1.567380548,502,1.880678773,502,1.671488404,
501,0.02337434329,501,0.02835750021,501,6.012846947,501,6.103993416,501,0.505631566,501,0.4806728065,501,0.8896574378,501,0.8921948671,501,1.607855082,501,1.135556459,501,3.094734669,501,3.778368473,501,1.004410744,501,1.571288943,501,1.883443117,501,1.675228834,
500,0.02398878522,500,0.02917698771,500,6.037620068,500,6.110520363,500,0.5167205334,500,0.491376549,500,0.9205963016,500,0.9238954782,500,1.608979583,500,1.133286119,500,3.094743729,500,3.775980711,500,1.00572896,500,1.574555635,500,1.884623408,500,1.675302625,
499,0.02479637787,499,0.0301146917,499,6.048798561,499,6.127054691,499,0.5291906595,499,0.5030412078,499,0.954949379,499,0.9566853046,499,1.611083388,499,1.133921742,499,3.102787971,499,3.78294158,499,1.00864315,499,1.57918787,499,1.8904531,499,1.676841497,
498,0.02557111345,498,0.03097539954,498,6.051873207,498,6.140481472,498,0.5424661636,498,0.5153431892,498,0.9868400097,498,0.9905343652,498,1.610004902,498,1.13468194,498,3.103880405,498,3.784381151,498,1.008726954,498,1.582572103,498,1.887911081,498,1.675538063,
497,0.02605909668,497,0.03178333119,497,6.063448429,497,6.149640083,497,0.5559744239,497,0.5278678536,497,1.021711707,497,1.02391088,497,1.610364437,497,1.135387778,497,3.10358429,497,3.790238619,497,1.010621667,497,1.585683703,497,1.887850046,497,1.678280592,
496,0.02718657069,496,0.03298540413,496,6.074288845,496,6.158122063,496,0.5709275603,496,0.5421751738,496,1.058700204,496,1.062677026,496,1.612695336,496,1.137585521,496,3.111049414,496,3.798301458,496,1.014021039,496,1.590842843,496,1.893340707,496,1.680224776,
495,0.02811205015,495,0.03391866758,495,6.101260185,495,6.178312778,495,0.5872132778,495,0.5577291846,495,1.097396135,495,1.100519776,495,1.614873648,495,1.138787508,495,3.117294073,495,3.808506012,495,1.016008615,495,1.593621135,495,1.895827055,495,1.681517839,
494,0.02871133387,494,0.03509269282,494,6.0944314,494,6.180849075,494,0.603523314,494,0.5722934008,494,1.135613441,494,1.13921535,494,1.615509391,494,1.13748014,494,3.11676383,494,3.810660601,494,1.016771913,494,1.596205711,494,1.894767284,494,1.68131566,
493,0.02958939224,493,0.03595813364,493,6.097603798,493,6.182713032,493,0.6209561825,493,0.5886957645,493,1.173002601,493,1.178706408,493,1.612861037,493,1.136031151,493,3.116243601,493,3.81049633,493,1.016860247,493,1.600024819,493,1.897459149,493,1.681447983,
492,0.03062661737,492,0.03736358881,492,6.114232063,492,6.195083618,492,0.6409473419,492,0.6089388132,492,1.214561701,492,1.221938372,492,1.615285516,492,1.137134552,492,3.121657133,492,3.816792488,492,1.02011621,492,1.607278228,492,1.897785664,492,1.686232567,
491,0.03158015013,491,0.03821086884,491,6.109211922,491,6.190872192,491,0.6613086462,491,0.6267911196,491,1.257371664,491,1.265522361,491,1.615981579,491,1.136447787,491,3.125921488,491,3.811782122,491,1.020715117,491,1.607327223,491,1.898226023,491,1.685235858,
490,0.0324812457,490,0.03950767219,490,6.118888855,490,6.203030109,490,0.6822106242,490,0.6464391947,490,1.301258087,490,1.307361364,490,1.616240501,490,1.136914372,490,3.127448082,490,3.820539951,490,1.023442864,490,1.613696694,490,1.898364305,490,1.685734153,
489,0.03382579982,489,0.04105358943,489,6.120384693,489,6.210703373,489,0.7066522837,489,0.6684529185,489,1.347559929,489,1.356713653,489,1.615708947,489,1.135604024,489,3.128863096,489,3.827666283,489,1.028326511,489,1.619561195,489,1.90518713,489,1.688079,
488,0.03492895141,488,0.04234778881,488,6.132775307,488,6.22432375,488,0.7308418155,488,0.6913558245,488,1.393287659,488,1.40220952,488,1.617812276,488,1.136932731,488,3.133342028,488,3.83004427,488,1.027564645,488,1.621834755,488,1.904750586,488,1.687582016,
487,0.03596708924,487,0.043723993,487,6.123570442,487,6.212857246,487,0.7550570965,487,0.7149270773,487,1.440177798,487,1.450735331,487,1.616327524,487,1.137182236,487,3.136615753,487,3.831709862,487,1.030605793,487,1.627843022,487,1.903396606,487,1.690675735,
486,0.03724675998,486,0.04518651217,486,6.139601231,486,6.226473331,486,0.784234345,486,0.7404694557,486,1.488770723,486,1.500650406,486,1.615299821,486,1.137709022,486,3.142416477,486,3.83530879,486,1.032961726,486,1.63089323,486,1.907357216,486,1.691497803,
485,0.03847454861,485,0.04674629122,485,6.13240099,485,6.219449043,485,0.8128992319,485,0.7684394121,485,1.538778663,485,1.548932195,485,1.616299391,485,1.135652304,485,3.141288519,485,3.841789007,485,1.035469532,485,1.634034514,485,1.906972528,485,1.692323089,
484,0.04003856704,484,0.04850656539,484,6.13907671,484,6.227633953,484,0.8444744945,484,0.7972943783,484,1.589674354,484,1.602084279,484,1.618787646,484,1.137208581,484,3.142736673,484,3.84424448,484,1.037978292,484,1.643618345,484,1.910295367,484,1.694464326,
483,0.04130136222,483,0.05030023679,483,6.137417316,483,6.225346088,483,0.8762333393,483,0.8268070817,483,1.640784979,483,1.654446125,483,1.616133451,483,1.136576056,483,3.141289711,483,3.844869614,483,1.040940642,483,1.650072336,483,1.911942005,483,1.695598722,
482,0.04314422607,482,0.05214276165,482,6.148513794,482,6.234289646,482,0.9126021862,482,0.8593966961,482,1.695072055,482,1.708235264,482,1.618065357,482,1.136074781,482,3.149697065,482,3.856051207,482,1.043673754,482,1.657503724,482,1.911945701,482,1.697755814,
481,0.0443132259,481,0.0536743775,481,6.134738445,481,6.235444546,481,0.9472162724,481,0.8921551704,481,1.746350527,481,1.760738969,481,1.618442416,481,1.135789156,481,3.147018671,481,3.850448847,481,1.046897411,481,1.658670783,481,1.912240982,481,1.69761467,
480,0.04625597596,480,0.05597336963,480,6.133034229,480,6.223631382,480,0.9846822619,480,0.9286622405,480,1.804387331,480,1.819700718,480,1.619031429,480,1.135795593,480,3.153613806,480,3.856919289,480,1.050588846,480,1.664619803,480,1.915978312,480,1.696811676,
479,0.04781711474,479,0.05812009051,479,6.128155708,479,6.226904392,479,1.027626634,479,0.9663877487,479,1.858881474,479,1.874495983,479,1.616275072,479,1.136868119,479,3.148699284,479,3.86483717,479,1.052441955,479,1.673332334,479,1.916914821,479,1.69923687,
478,0.04964384437,478,0.06030401587,478,6.133964539,478,6.212609768,478,1.068290114,478,1.005848527,478,1.917769551,478,1.936902404,478,1.617036343,478,1.135391712,478,3.150632143,478,3.860876322,478,1.055290818,478,1.679564953,478,1.914895296,478,1.698998332,
477,0.05160552636,477,0.06258714944,477,6.12520647,477,6.2219491,477,1.11275053,477,1.046190262,477,1.974647999,477,1.993452311,477,1.61591804,477,1.136011124,477,3.16063571,477,3.869409561,477,1.057438016,477,1.687609196,477,1.918416381,477,1.700398564,
476,0.05362969264,476,0.06493756175,476,6.128150463,476,6.213892937,476,1.159680128,476,1.088469863,476,2.035260677,476,2.055212259,476,1.614108086,476,1.136536002,476,3.158262253,476,3.862864971,476,1.062640786,476,1.691555142,476,1.916918039,476,1.70197463,
475,0.05597221106,475,0.06775821,475,6.116187096,475,6.195725441,475,1.21078527,475,1.135812759,475,2.096827269,475,2.117986441,475,1.617860317,475,1.138085961,475,3.164375305,475,3.868150234,475,1.065945864,475,1.697979927,475,1.920453191,475,1.705421209,
474,0.05808131397,474,0.07051113993,474,6.10983181,474,6.198472977,474,1.260341525,474,1.183386564,474,2.158787727,474,2.181174994,474,1.620038867,474,1.135853171,474,3.162528276,474,3.878308773,474,1.06919539,474,1.707819343,474,1.923436522,474,1.70236516,
473,0.0605981797,473,0.07324654609,473,6.109126091,473,6.197118759,473,1.313208342,473,1.230333686,473,2.220587492,473,2.242906094,473,1.615784645,473,1.134757757,473,3.159958124,473,3.881152391,473,1.074118614,473,1.715248227,473,1.9229002,473,1.704841256,
472,0.06311452389,472,0.07641761005,472,6.101230621,472,6.187010765,472,1.370050788,472,1.281575561,472,2.281568289,472,2.306188107,472,1.617858768,472,1.134931803,472,3.168853521,472,3.882210255,472,1.077975273,472,1.720906734,472,1.92523551,472,1.708180785,
471,0.06572666764,471,0.07956178486,471,6.093307972,471,6.188522339,471,1.427637696,471,1.335505247,471,2.345329523,471,2.369639874,471,1.615876913,471,1.135302901,471,3.167830706,471,3.878569365,471,1.08072257,471,1.731528163,471,1.92404139,471,1.70694828,
470,0.06856627017,470,0.08323464543,470,6.092837811,470,6.161943436,470,1.488557935,470,1.389003873,470,2.409662485,470,2.437884569,470,1.617014885,470,1.138024926,470,3.169617176,470,3.883896112,470,1.086655378,470,1.737311363,470,1.925853729,470,1.706750154,
469,0.07129985094,469,0.08646374941,469,6.083484173,469,6.159628391,469,1.547329426,469,1.446850657,469,2.472755671,469,2.498953104,469,1.615912795,469,1.13534832,469,3.166970491,469,3.882352352,469,1.08834517,469,1.746380448,469,1.924281001,469,1.709900379,
468,0.07471932471,468,0.09048616886,468,6.091598511,468,6.149739265,468,1.614596009,468,1.507579207,468,2.541548967,468,2.571223259,468,1.615763426,468,1.134778738,468,3.172051668,468,3.891546726,468,1.093994617,468,1.753058553,468,1.928198218,468,1.707982898,
467,0.07811827958,467,0.09485261142,467,6.069591999,467,6.155900478,467,1.684346795,467,1.565706253,467,2.603983164,467,2.63728404,467,1.615268946,467,1.137079,467,3.175783634,467,3.891961336,467,1.097671151,467,1.761497021,467,1.929603815,467,1.710051656,
466,0.08191750944,466,0.09892325103,466,6.055047989,466,6.149620533,466,1.75129199,466,1.628653765,466,2.672282219,466,2.703283072,466,1.614981055,466,1.135715008,466,3.176029444,466,3.893609285,466,1.100914121,466,1.769557834,466,1.934316039,466,1.712060809,
465,0.08575117588,465,0.1037846655,465,6.061308861,465,6.146204948,465,1.82310462,465,1.694919109,465,2.740172386,465,2.774754763,465,1.615091205,465,1.137082577,465,3.180791616,465,3.896628857,465,1.105555892,465,1.779375434,465,1.93046248,465,1.714870214,
464,0.08957903832,464,0.1085009798,464,6.060449123,464,6.147076607,464,1.893554688,464,1.755553722,464,2.806468725,464,2.836636782,464,1.616221309,464,1.136979699,464,3.172626495,464,3.901085615,464,1.109098077,464,1.785050869,464,1.930197477,464,1.711741567,
463,0.09364889562,463,0.114132762,463,6.040868282,463,6.124745369,463,1.965243459,463,1.82393229,463,2.87311697,463,2.908326387,463,1.615663648,463,1.136117935,463,3.17937994,463,3.892738819,463,1.113320708,463,1.791507602,463,1.932313561,463,1.714284778,
462,0.09822978079,462,0.1189830229,462,6.043549538,462,6.119438648,462,2.045323372,462,1.890518069,462,2.937507153,462,2.978056908,462,1.615735412,462,1.136398077,462,3.177130222,462,3.901738882,462,1.116761923,462,1.803082108,462,1.93186152,462,1.711715221,
461,0.1030172557,461,0.125244379,461,6.035460472,461,6.135242462,461,2.123481035,461,1.963268876,461,3.003139257,461,3.046035051,461,1.617483497,461,1.137359262,461,3.179676533,461,3.898482084,461,1.12100184,461,1.812348843,461,1.933678269,461,1.716209412,
460,0.1082995832,460,0.1311931312,460,6.036537647,460,6.127997398,460,2.202049494,460,2.029776096,460,3.070437908,460,3.115517616,460,1.617886424,460,1.138420463,460,3.178439617,460,3.909950018,460,1.125835061,460,1.82114923,460,1.937170863,460,1.716820836,
459,0.1132718548,459,0.1380724907,459,6.036489964,459,6.120341301,459,2.279581308,459,2.101216555,459,3.13904953,459,3.187106133,459,1.618320942,459,1.137812614,459,3.181354284,459,3.912708759,459,1.13046062,459,1.827004671,459,1.933745861,459,1.717732787,
458,0.1188377813,458,0.1445256025,458,6.028451443,458,6.116411686,458,2.357387066,458,2.171900511,458,3.2098701,458,3.252621174,458,1.621205568,458,1.139256358,458,3.186096668,458,3.913192034,458,1.134150863,458,1.833283901,458,1.938312531,458,1.721007943,
457,0.1241751686,457,0.1510789692,457,6.026004314,457,6.115843773,457,2.440380335,457,2.243125439,457,3.273789167,457,3.320604324,457,1.618568301,457,1.139355779,457,3.183114052,457,3.903772593,457,1.137570262,457,1.842107534,457,1.937248707,457,1.718536854,
456,0.1296343803,456,0.1581633687,456,6.025866032,456,6.116338253,456,2.519371986,456,2.315388918,456,3.346974134,456,3.390278578,456,1.617266774,456,1.138069868,456,3.188601494,456,3.91156888,456,1.140278935,456,1.851729393,456,1.935928464,456,1.721018195,
455,0.1354911774,455,0.1654063463,455,6.033042431,455,6.124536037,455,2.600432396,455,2.382003069,455,3.413532019,455,3.453687429,455,1.620773792,455,1.139746547,455,3.191660166,455,3.913130999,455,1.144449353,455,1.858971,455,1.940605402,455,1.722557545,
454,0.1417336613,454,0.1729152054,454,6.029937267,454,6.111537933,454,2.683272362,454,2.452697754,454,3.47476387,454,3.521553755,454,1.622664332,454,1.141374826,454,3.197005272,454,3.921681404,454,1.149147868,454,1.868541718,454,1.943543434,454,1.721400857,
453,0.1472044289,453,0.1805658191,453,6.036724091,453,6.121082306,453,2.756793737,453,2.523384809,453,3.538820982,453,3.591168165,453,1.624633074,453,1.141078115,453,3.19569087,453,3.918223143,453,1.153403401,453,1.875227571,453,1.944435835,453,1.723192573,
452,0.1531522572,452,0.1873960048,452,6.030297756,452,6.123784065,452,2.836162806,452,2.586976767,452,3.598723412,452,3.660054922,452,1.626590133,452,1.143078327,452,3.196086168,452,3.918225765,452,1.155437231,452,1.881177545,452,1.944718361,452,1.723251104,
451,0.159433499,451,0.1947651207,451,6.041521549,451,6.125435352,451,2.908267021,451,2.659436941,451,3.659258842,451,3.714531898,451,1.624396086,451,1.142642975,451,3.199588299,451,3.91976738,451,1.158212185,451,1.887844443,451,1.945088983,451,1.724055648,
450,0.1654162854,450,0.2026796937,450,6.06351757,450,6.138474464,450,2.979814291,450,2.719922304,450,3.729591608,450,3.784114599,450,1.628410578,450,1.143314362,450,3.197027445,450,3.920737505,450,1.162189007,450,1.894687533,450,1.944807053,450,1.726727247,
449,0.1713718921,449,0.2099534124,449,6.056025028,449,6.132836342,449,3.052179813,449,2.781480074,449,3.794406891,449,3.844976187,449,1.630031586,449,1.146011233,449,3.201992273,449,3.925544024,449,1.164896131,449,1.898146987,449,1.94478631,449,1.725232482,
448,0.1776910424,448,0.2173021287,448,6.044007301,448,6.138016701,448,3.119111061,448,2.836548805,448,3.843128443,448,3.907674789,448,1.628748536,448,1.145479441,448,3.203276873,448,3.920637369,448,1.165330172,448,1.908099055,448,1.944770455,448,1.723391175,
447,0.1839941591,447,0.2250089794,447,6.066177368,447,6.154892921,447,3.194672346,447,2.90020442,447,3.912142515,447,3.972046375,447,1.631782532,447,1.146125555,447,3.204709053,447,3.931137562,447,1.171283007,447,1.912643194,447,1.948659062,447,1.729413271,
446,0.1890598536,446,0.2321257889,446,6.07840395,446,6.159851551,446,3.245913267,446,2.94803834,446,3.965481997,446,4.034538269,446,1.631529689,446,1.147624612,446,3.203994274,446,3.93454814,446,1.17193222,446,1.917818546,446,1.948532939,446,1.728356361,
445,0.1951471716,445,0.2390880287,445,6.077740192,445,6.166609287,445,3.309989929,445,2.999598503,445,4.02153492,445,4.090445995,445,1.634720564,445,1.147051215,445,3.20148778,445,3.930459023,445,1.173019052,445,1.92024827,445,1.945807457,445,1.727573037,
444,0.2012485564,444,0.2471809983,444,6.104072094,444,6.168160915,444,3.372131586,444,3.050567389,444,4.077794552,444,4.150710583,444,1.638576031,444,1.149565339,444,3.209689617,444,3.939810753,444,1.177407146,444,1.930092931,444,1.949606419,444,1.731641293,
443,0.2072541565,443,0.2550106049,443,6.113260269,443,6.182393074,443,3.425246477,443,3.101336241,443,4.141345978,443,4.214490891,443,1.642053962,443,1.150644898,443,3.210249186,443,3.945094347,443,1.180259705,443,1.936946869,443,1.95108664,443,1.731154084,
442,0.2124543786,442,0.2609290481,442,6.114748955,442,6.205172062,442,3.467182159,442,3.140679598,442,4.181785107,442,4.258040428,442,1.639913678,442,1.150242567,442,3.208166599,442,3.93480587,442,1.181511164,442,1.933691978,442,1.9497118,442,1.729349375,
441,0.2177849114,441,0.2680086195,441,6.131080627,441,6.191477299,441,3.519228935,441,3.178245306,441,4.24343586,441,4.311696053,441,1.64284265,441,1.151468754,441,3.210278988,441,3.939030886,441,1.182594776,441,1.94013381,441,1.950999737,441,1.728479862,
440,0.2233701497,440,0.2749953568,440,6.136007309,440,6.228773594,440,3.570977688,440,3.222277641,440,4.284204006,440,4.358477116,440,1.646063447,440,1.151696801,440,3.206116915,440,3.944212198,440,1.183285713,440,1.944367528,440,1.948379636,440,1.727232099,
439,0.2285341918,439,0.2815682888,439,6.158304214,439,6.246088982,439,3.618175268,439,3.25430131,439,4.332928658,439,4.422266006,439,1.648152113,439,1.152325034,439,3.214786291,439,3.939563036,439,1.183073997,439,1.944506884,439,1.952550769,439,1.728664994,
438,0.2337778658,438,0.2876830697,438,6.183025837,438,6.262972832,438,3.649167299,438,3.290597677,438,4.384551048,438,4.46721077,438,1.648254991,438,1.152597427,438,3.212692738,438,3.948110342,438,1.186223865,438,1.956117392,438,1.949306846,438,1.729753494,
437,0.2388058454,437,0.2931144834,437,6.176622868,437,6.276712418,437,3.690648317,437,3.321759939,437,4.430883408,437,4.503204823,437,1.65058279,437,1.153986454,437,3.220610142,437,3.942138672,437,1.186953902,437,1.954330444,437,1.950380206,437,1.726432562,
436,0.2433333695,436,0.300217241,436,6.208393097,436,6.292446613,436,3.731367588,436,3.351108789,436,4.468252182,436,4.553751469,436,1.651082516,436,1.153000951,436,3.2155478,436,3.941315174,436,1.189475536,436,1.954124212,436,1.948740602,436,1.723775029,
435,0.247173205,435,0.3045490086,435,6.215524197,435,6.288045406,435,3.764913797,435,3.387759924,435,4.499847412,435,4.594262123,435,1.652489901,435,1.15199852,435,3.216100931,435,3.946900845,435,1.184885025,435,1.956978202,435,1.948680043,435,1.728098631,
434,0.252265662,434,0.3104107678,434,6.221194744,434,6.315186977,434,3.800779343,434,3.413424253,434,4.540309906,434,4.630186081,434,1.658507228,434,1.154831648,434,3.21510911,434,3.942087173,434,1.186157942,434,1.957611442,434,1.947095871,434,1.726750255,
433,0.2554377317,433,0.3147883117,433,6.227157116,433,6.335069656,433,3.833895683,433,3.440339088,433,4.574699402,433,4.667957783,433,1.653583646,433,1.153484583,433,3.209183216,433,3.935327053,433,1.185505509,433,1.957896233,433,1.944504261,433,1.724093556,
432,0.2583801448,432,0.3200524747,432,6.244482994,432,6.354353905,432,3.873840809,432,3.468223095,432,4.613732338,432,4.69670105,432,1.657902002,432,1.153084755,432,3.200518608,432,3.933812141,432,1.183908224,432,1.958810925,432,1.942971468,432,1.718702316,
431,0.2620453238,431,0.3243203163,431,6.265145302,431,6.357403755,431,3.898789406,431,3.492429495,431,4.643203735,431,4.734535217,431,1.660499573,431,1.153247952,431,3.19928813,431,3.935153961,431,1.18727684,431,1.963038802,431,1.941721559,431,1.718691587,
430,0.265452683,430,0.327893883,430,6.267190456,430,6.350931644,430,3.930689573,430,3.521440029,430,4.675710201,430,4.757586956,430,1.658508539,430,1.153664589,430,3.202237606,430,3.933350325,430,1.185886025,430,1.961130619,430,1.939620137,430,1.717339993,
429,0.2691631913,429,0.3322515786,429,6.301476002,429,6.386188507,429,3.973781586,429,3.549510002,429,4.698175907,429,4.794878483,429,1.660722017,429,1.152948022,429,3.202991962,429,3.92540741,429,1.184672236,429,1.963325739,429,1.937339425,429,1.714121103,
428,0.2710129321,428,0.3342399597,428,6.307137489,428,6.407248974,428,3.997793674,428,3.573271513,428,4.715423584,428,4.808931828,428,1.660029769,428,1.152741194,428,3.193409204,428,3.917457819,428,1.183813214,428,1.961650491,428,1.933809876,428,1.712700009,
427,0.2728296518,427,0.3376907408,427,6.315219402,427,6.428331375,427,4.03938055,427,3.604339123,427,4.749603271,427,4.830976009,427,1.662870765,427,1.15051353,427,3.189887047,427,3.912000179,427,1.185105324,427,1.959914088,427,1.930212379,427,1.712273359,
426,0.2739597559,426,0.3396319449,426,6.324545383,426,6.426340103,426,4.065923214,426,3.626698256,426,4.762313843,426,4.861051559,426,1.66110611,426,1.149132848,426,3.178827763,426,3.915808439,426,1.18156147,426,1.959629774,426,1.923165679,426,1.706905961,
425,0.2754843533,425,0.3408534527,425,6.342059612,425,6.433301449,425,4.099099159,425,3.65880084,425,4.772399426,425,4.869613171,425,1.65871489,425,1.146687508,425,3.175643444,425,3.897899389,425,1.181027293,425,1.958124757,425,1.925196528,425,1.703278184,
424,0.2773472369,424,0.3424906433,424,6.347049236,424,6.462666988,424,4.137379646,424,3.685527086,424,4.793915749,424,4.888855934,424,1.662755847,424,1.14609921,424,3.176115274,424,3.903732538,424,1.17865932,424,1.959368467,424,1.921353459,424,1.704378009,
423,0.2782030404,423,0.3432554901,423,6.374949455,423,6.481914043,423,4.172461987,423,3.723946095,423,4.802774429,423,4.902131557,423,1.657278299,423,1.145386219,423,3.169011831,423,3.894146919,423,1.178544164,423,1.960113287,423,1.916679978,423,1.697039604,
422,0.2772721052,422,0.3437128067,422,6.39073658,422,6.482735634,422,4.214200974,422,3.743062019,422,4.820984364,422,4.915412903,422,1.661596656,422,1.144953132,422,3.162508249,422,3.886230946,422,1.177623272,422,1.959172964,422,1.912780881,422,1.694074631,
421,0.2777948678,421,0.3436328769,421,6.411146641,421,6.508862019,421,4.248126507,421,3.776266575,421,4.820991039,421,4.924826145,421,1.659340858,421,1.141051054,421,3.156830549,421,3.88043499,421,1.176693797,421,1.961479783,421,1.910567999,421,1.690666795,
420,0.2779763639,420,0.3436468542,420,6.405008793,420,6.51560688,420,4.311168671,420,3.815695763,420,4.839260101,420,4.942514896,420,1.657139897,420,1.141381145,420,3.154669523,420,3.875613213,420,1.176738739,420,1.963815808,420,1.912129641,420,1.689946294,
419,0.2760217786,419,0.3413589299,419,6.432308674,419,6.542515755,419,4.337749481,419,3.850509644,419,4.828920841,419,4.925637245,419,1.654207587,419,1.136980772,419,3.140774012,419,3.861424685,419,1.172428966,419,1.9578439,419,1.902704716,419,1.683333874,
418,0.2761745751,418,0.3407987952,418,6.45876646,418,6.541032314,418,4.392416477,418,3.880909443,418,4.839873791,418,4.941692352,418,1.656329155,418,1.138681173,418,3.136861086,418,3.865460157,418,1.176651716,418,1.961800694,418,1.902589679,418,1.681509614,
417,0.2737409472,417,0.3385572731,417,6.472742081,417,6.594680786,417,4.433339119,417,3.925189972,417,4.834814548,417,4.953988075,417,1.658081412,417,1.13485229,417,3.138935089,417,3.862678528,417,1.172620535,417,1.96321404,417,1.899502397,417,1.679314494,
